Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,chweight,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.3859922794011611,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,,100.0,0.0,100.0,100.0,100.0,100.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,100,100,100,100.0,,0.3859922794011611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,,100.0,0.3859922794011611,0.0,0.0,0.0,4.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.3859922794011611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.3859922794011611,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,100.0,100.0,100.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.3859922794011611,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,100.0,100.0,100.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.3859922794011611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.3859922794011611,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,,100.0,0.0,0.0,100.0,100.0,100.0,100.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.3859922794011611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,,100.0,0.3859922794011611,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.3859922794011611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.3859922794011611,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,100.0,100.0,100.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,0,0,,,0.3859922794011611,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.3859922794011611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.3859922794011611,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,,100.0,0.0,0.0,100.0,100.0,100.0,100.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,0,0,,,0.3859922794011611,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.3859922794011611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,100,,,0.3859922794011611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,,,0.3859922794011611,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,100,0,0,0.0,,0.3859922794011611,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Rich,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.6080135193846813,3.0,0.0,1.0,4.0,0.0,0.0,100.0,0.0,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,,0.0,100.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,100,0,0,100,100,0,0,,,0.6080135193846813,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
Total,2014,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.6080135193846813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,100,0,0,100,100,0,100,,,0.6080135193846813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2014,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.6080135193846813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.6080135193846813,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0.6080135193846813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.6080135193846813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.6080135193846813,4.0,0.0,1.0,4.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0
Total,2014,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,0,100,100,0,0,,,0.6080135193846813,2.0,0.0,0.0,3.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.4034860815377634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.4034860815377634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.4034860815377634,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,100.0,100.0,100.0,100.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.4034860815377634,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.4034860815377634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.4034860815377634,4.0,0.0,1.0,3.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0.4034860815377634,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.4034860815377634,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,,100.0,0.0,100.0,100.0,100.0,100.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.4034860815377634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,,,0.4034860815377634,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.4034860815377634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.4034860815377634,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,100,0,100,0.0,,0.4034860815377634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0.4034860815377634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,0.4034860815377634,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,0.4034860815377634,2.0,0.0,0.0,4.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,100,100,100,100.0,,0.4034860815377634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,1.0594216389571598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,1.0594216389571598,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,100.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,1.0594216389571598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,,100.0,1.0594216389571598,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.0594216389571598,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,,100.0,100.0,0.0,100.0,100.0,0.0,100.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,1.0594216389571598,0.0,0.0,0.0,6.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,1.0594216389571598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,1.0594216389571598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,100,,100.0,1.0594216389571598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,1.0594216389571598,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,,100.0,0.0,100.0,100.0,0.0,100.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,100,0,0,100,100,0,100,,,1.0594216389571598,0.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2014,Urban,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.5574583439498869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.5574583439498869,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,100.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.5574583439498869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,0.5574583439498869,2.0,0.0,0.0,4.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0.5574583439498869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,0.5574583439498869,7.0,0.0,0.0,7.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,0.5574583439498869,7.0,0.0,0.0,7.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.5574583439498869,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.5574583439498869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.5574583439498869,4.0,0.0,0.0,4.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.5574583439498869,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2014,Urban,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.5574583439498869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0.5574583439498869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.5574583439498869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Urban,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.5574583439498869,3.0,2.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.8023714878775979,2.0,0.0,0.0,3.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,100,100,100,100.0,,0.8023714878775979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.8023714878775979,0.0,0.0,0.0,5.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
