Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch,chweight
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.27991459662044427
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,,,100,0,0,100,0,0,100,,0.0,0.0,0.0,3.0,0,0,0,0,,0,0,0,,0.27991459662044427
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,100,100,100,100,100,100,100.0,0.0,2.0,0.0,4.0,0,100,100,0,100.0,100,100,0,100.0,0.27991459662044427
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.27991459662044427
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,0.0,0.0,0.0,5.0,0,100,100,0,100.0,100,0,0,100.0,0.27991459662044427
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.27991459662044427
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.27991459662044427
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,0,0,100,0.0,0.0,0.0,0.0,4.0,0,100,100,0,100.0,0,0,0,0.0,0.5275549916889583
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,0,0,,,100,0,0,0,0,100,0,0.0,0.0,0.0,0.0,3.0,100,0,0,0,100.0,0,0,0,0.0,0.5275549916889583
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5275549916889583
Total,2014,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,0,100.0,1.0,0.0,0.0,3.0,0,100,100,0,100.0,100,0,0,100.0,0.5275549916889583
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5275549916889583
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,100,0,100,100,100,100,100,,2.0,0.0,2.0,3.0,0,0,100,0,,0,100,0,,0.5275549916889583
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,100,0,0,100,0,0,100,,0.0,0.0,0.0,3.0,0,0,0,0,,0,0,0,,0.5275549916889583
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,0,100,100,100,100.0,3.0,0.0,1.0,5.0,0,0,100,100,100.0,0,100,100,100.0,0.5275549916889583
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5275549916889583
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,100,0,100,0,0,100,0,,0.0,1.0,0.0,3.0,0,0,100,0,,0,0,0,,0.5275549916889583
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5275549916889583
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5275549916889583
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,0,0,0.0,1.0,0.0,0.0,3.0,0,100,100,0,100.0,0,0,0,0.0,0.5275549916889583
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,0,0,0,100,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.5275549916889583
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5275549916889583
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5275549916889583
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,0,,1.0,0.0,0.0,3.0,0,0,100,0,,0,0,0,,0.386682517458972
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.386682517458972
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,0,100,100,100.0,2.0,1.0,1.0,6.0,0,0,100,100,100.0,0,100,100,100.0,0.386682517458972
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.386682517458972
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,0,100,0,0,0,,0.0,0.0,0.0,4.0,0,0,100,0,,0,0,0,,0.386682517458972
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,0.0,4.0,0.0,0.0,0,0,100,0,,0,100,0,,0.386682517458972
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,0,0,0,0,0,0,,0.0,0.0,0.0,1.0,0,0,0,0,,0,0,0,,0.386682517458972
Total,2014,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.22413902144200018
Total,2014,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,0.0,3.0,0.0,0.0,0,0,0,0,,0,100,0,,0.22413902144200018
Total,2014,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.22413902144200018
Total,2014,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,0,100,0,100,0,0.0,0.0,0.0,0.0,4.0,100,0,100,0,100.0,0,0,0,0.0,0.22413902144200018
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,100,100,100,100,100,100,100.0,0.0,2.0,0.0,5.0,0,100,100,0,100.0,100,100,0,100.0,0.37769506152950955
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.37769506152950955
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,3.0,0.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.37769506152950955
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,0,100,0,0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.37769506152950955
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.37769506152950955
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.37769506152950955
Total,2014,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,3.0,0.0,0.0,4.0,0,0,100,100,100.0,0,100,100,100.0,0.37769506152950955
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.37769506152950955
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,0,0,0,100,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.37769506152950955
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.37769506152950955
Total,2014,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,100,100,100,100,0,100.0,2.0,0.0,0.0,2.0,100,0,100,0,100.0,100,100,0,100.0,0.37769506152950955
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.37769506152950955
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,3.0,0.0,0.0,4.0,0,100,100,0,100.0,100,100,0,100.0,0.37769506152950955
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,0,100,100,100,0,100.0,0.0,0.0,0.0,4.0,0,100,100,0,100.0,100,0,0,100.0,0.37769506152950955
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,0.0,1.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,0,0,,,100,0,100,0,0,0,0,0.0,3.0,0.0,0.0,2.0,100,0,100,0,100.0,0,100,0,0.0,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,100,0,0,0.0,,100,0,100,100,0,100,0,,0.0,1.0,0.0,2.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,,100.0,100,0,0,0,0,100,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,0,0,,,100,0,0,100,0,100,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,100,0,0,0.0,,100,0,0,100,0,100,0,,0.0,0.0,0.0,3.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,,,100,0,0,0,0,100,0,,0.0,0.0,0.0,3.0,0,0,0,0,,0,0,0,,0.46037965608056425
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,0,0,0,0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.46037965608056425
Total,2014,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,100,,0.0,4.0,1.0,5.0,0,0,100,0,,0,100,0,,0.38932740471929317
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,0,0,,,100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0,100,100,0,100.0,0,0,0,0.0,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,0,0,0.0,0.0,2.0,0.0,3.0,0,100,100,0,100.0,0,100,0,0.0,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,0,0,,,100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.38932740471929317
Total,2014,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,1.0,0.0,0.0,3.0,0,0,100,100,100.0,0,0,0,0.0,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,0,0,,,100,0,0,100,0,100,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.38932740471929317
Total,2014,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.38932740471929317
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,100,0,0,100,0,100,0,,0.0,0.0,0.0,2.0,0,0,0,0,,0,0,0,,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,0.0,1.0,0.0,3.0,0,0,100,100,100.0,0,0,0,0.0,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,,,100,0,0,0,0,0,0,,0.0,0.0,0.0,3.0,0,0,0,0,,0,0,0,,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,1.0,0.0,0.0,4.0,0,100,100,0,100.0,100,0,0,100.0,0.24916640229471373
Total,2014,Urban,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,0,0,0.0,3.0,0.0,0.0,2.0,0,0,100,100,100.0,0,100,0,0.0,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,0,0,,,100,0,0,100,0,0,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,0,0,0,100,0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,100,0,0,0,0,0,100,,0.0,0.0,0.0,2.0,0,0,0,0,,0,0,0,,0.24916640229471373
Total,2014,Urban,Central Highlands,Middle,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,100,0,100,0,0,100,0,0.0,1.0,0.0,0.0,3.0,0,100,100,0,100.0,0,0,0,0.0,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,100,0,0,0.0,,100,0,0,0,0,100,0,,0.0,0.0,0.0,3.0,0,0,0,0,,0,0,0,,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.24916640229471373
Total,2014,Urban,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,0,0,100,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.24916640229471373
