Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch,chweight
Total,2021,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.67731371746588
Total,2021,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,2.0,0.0,0.0,0.0,0,0,0,0,,0,100,0,,3.655335296395182
Total,2021,Urban,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.067151148093189
Total,2021,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.5592411743079744
Total,2021,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.5592411743079744
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.030280921956399
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,3.3274221657044007
Total,2021,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,3.3274221657044007
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Higher,0,0,100,100,100,100,100,0,,100.0,0,0,0,100,0,100,100,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,4.270053987582222
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,4.270053987582222
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,4.013570257421664
Total,2021,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.7182966614030253
Total,2021,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,3.711289292576633
Total,2021,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,3.4883681481992603
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,100,100,100,100,100,100,100.0,2.0,0.0,2.0,1.0,0,0,100,0,0.0,0,100,0,0.0,0.351847137854599
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3743316243778861
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.357386623508342
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.7399992078769516
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4377884672169274
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.7399992078769516
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,100,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.7399992078769516
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Primary,100,0,0,0,0,100,0,0,0.0,,100,0,0,0,0,0,0,,0.0,0.0,0.0,2.0,0,0,0,0,,0,0,0,,0.3359199501188544
Total,2021,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,100,100,0,0,100,100,100.0,2.0,0.0,1.0,1.0,0,0,100,0,0.0,0,100,0,0.0,1.9717981981815502
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,1.9717981981815502
Total,2021,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.3060581971337077
Total,2021,Urban,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.228455707852932
Total,2021,Urban,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.094601982792342
Total,2021,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.935252618628538
Total,2021,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.228455707852932
Total,2021,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.228455707852932
Total,2021,Urban,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.7589446509122637
Total,2021,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.7909922744842044
Total,2021,Urban,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,100,100,100,0,0,100,100,100.0,1.0,0.0,0.0,7.0,0,100,100,0,100.0,100,0,0,100.0,2.094601982792342
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,4.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,2.47562029326567
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,0,100,100.0,7.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,2.3269204573562234
Total,2021,Rural,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.1167824991191666
Total,2021,Rural,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,4.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,2.1167824991191666
Total,2021,Rural,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.47562029326567
Total,2021,Rural,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,2.0,0.0,0.0,2.0,100,0,100,0,100.0,100,100,0,100.0,2.599242536477774
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Female,Male,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,100,0,100,0,100,0,,0.0,0.0,0.0,2.0,0,0,0,0,,0,0,0,,0.36731294611194404
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.36731294611194404
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Female,Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3907857617131778
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5658294021275019
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6019882398665004
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5658294021275019
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5658294021275019
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.6075565205574809
Total,2021,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.476369957937699
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,3.177905563835232
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.6075565205574809
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Higher,0,0,100,0,100,100,0,0,,,100,0,100,0,0,100,0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0,0,0.0,1.5109975323021663
Total,2021,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.327625092904027
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.327625092904027
Total,2021,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.987022480042662
Total,2021,Rural,North Central and Central Coast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.327625092904027
Total,2021,Rural,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,100,0,0,100,0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,1.8800701283762875
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,3.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,1.8487499218755916
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,100,100,100,0,100,0,100.0,2.0,0.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,1.8487499218755916
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.415189624349826
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.9668926839762115
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,3.0,0.0,0.0,2.0,0,0,100,0,0.0,0,100,0,0.0,1.8487499218755916
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,0.0,2.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,2.415189624349826
Total,2021,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,3.8882609251631064
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.717515403660731
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,0,0,0,100,0,0,0,,0.0,0.0,0.0,2.0,0,0,0,0,,0,0,0,,0.38615262304245096
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.717515403660731
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Female,Male,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,0,0,100,0,0,0,,0.0,0.0,0.0,3.0,0,0,0,0,,0,0,0,,0.36295810010263885
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.36295810010263885
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,100,0,0,100.0,0.38615262304245096
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.7633676039151711
Total,2021,Rural,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.077457657335821
Total,2021,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.9526737340520302
Total,2021,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.077457657335821
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,3.0,0.0,0.0,5.0,0,0,100,100,100.0,0,100,0,0.0,1.9834166532702397
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.9834166532702397
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,3.860152128055132
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.283691746392277
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,3.860152128055132
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,4.0,4.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,1.9526737340520302
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4405958912319883
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4405958912319883
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3588144079111257
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: YES,Female,Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.38174413179130956
Total,2021,Rural,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.7546526575378811
Total,2021,Rural,North Central and Central Coast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,0,100,0,100.0,3.0,0.0,0.0,2.0,0,0,100,100,100.0,0,100,100,100.0,3.0171863855332877
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,0,100,0,100.0,4.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,1.840985499126777
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,100,0,100,0,100,0,100.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,100,0,0,100.0,2.2906601564124887
Total,2021,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.153070078358345
Total,2021,Rural,North Central and Central Coast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.153070078358345
Total,2021,Rural,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,3.871930916856719
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.9586320825183097
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,100,100,100,0,100,100,100.0,0.0,3.0,0.0,2.0,0,0,100,0,0.0,0,100,0,0.0,1.840985499126777
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3824425411463031
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3824425411463031
Total,2021,Rural,North Central and Central Coast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,6.0,3.0,0.0,2.0,0,0,100,100,100.0,0,100,0,0.0,0.4068822004107457
Total,2021,Rural,North Central and Central Coast,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8043469650836428
Total,2021,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.7177623003538443
Total,2021,Urban,North Central and Central Coast,Middle,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.7177623003538443
